DATE,HomePriceIndex,ConsumerConfidenceIndex,ConsumerSentiment,InterestRatesAndPriceIndexes,CompositeLeadingIndicator,LaborCost,NationalUnemploymentRate,HousingStarts,DebtToGDPRatio,GDPGrowthRate,Permit1Unit,Permit2to4Unit,Permit5Unit,BuilderConfidence
2006-09-01,182.8,204.7,85.4,6560.0,101.19,2.7,4.5,1720,61.33,2.78,1218000,72000,365000,33.0
2006-10-01,183.2,204.8,93.6,6244.0,101.3,2.7,4.4,1491,61.83,2.78,1175000,69000,326000,30.0
2006-11-01,183.61,205.5,92.1,6244.0,101.43,2.7,4.5,1570,61.83,2.78,1163000,58000,314000,31.0
2006-12-01,184.14,206.2,91.7,6244.0,101.58,2.7,4.4,1649,61.83,2.78,1198000,72000,368000,33.0
2007-01-01,184.52,206.79,96.9,6215.0,101.71,4.9,4.6,1409,62.25,2.01,1174000,70000,382000,33.0
2007-02-01,184.6,207.54,91.3,6215.0,101.84,4.9,4.5,1480,62.25,2.01,1136000,70000,392000,35.0
2007-03-01,184.15,208.12,88.4,6215.0,101.97,4.9,4.4,1495,62.25,2.01,1147000,69000,380000,39.0
2007-04-01,183.01,208.52,87.1,6358.0,102.08,4.9,4.5,1490,61.57,2.01,1058000,60000,352000,36.0
2007-05-01,181.6,208.88,88.3,6358.0,102.17,4.9,4.4,1415,61.57,2.01,1042000,64000,387000,33.0
2007-06-01,180.25,209.56,85.3,6358.0,102.21,4.9,4.6,1448,61.57,2.01,995000,57000,355000,30.0
2007-07-01,179.11,209.74,90.4,6552.0,102.19,4.9,4.7,1354,61.85,2.01,978000,57000,326000,28.0
2007-08-01,178.12,210.0,83.4,6552.0,102.11,4.9,4.6,1330,61.85,2.01,916000,57000,348000,24.0
2007-09-01,177.56,210.5,83.4,6552.0,101.99,4.9,4.7,1183,61.85,2.01,855000,50000,356000,22.0
2007-10-01,176.62,211.06,80.9,6225.0,101.85,4.9,4.7,1264,62.72,2.01,821000,50000,321000,20.0
2007-11-01,175.15,211.86,76.1,6225.0,101.71,4.9,4.7,1197,62.72,2.01,795000,52000,377000,19.0
2007-12-01,174.34,212.42,75.5,6225.0,101.57,4.9,5.0,1037,62.72,2.01,742000,57000,350000,19.0
2008-01-01,173.13,212.87,78.4,5872.0,101.45,5.3,5.0,1084,64.17,0.12,708000,42000,344000,18.0
2008-02-01,171.54,213.38,70.8,5872.0,101.31,5.3,4.9,1103,64.17,0.12,664000,41000,309000,19.0
2008-03-01,170.05,214.42,69.5,5872.0,101.15,5.3,5.1,1005,64.17,0.12,642000,38000,287000,20.0
2008-04-01,168.34,215.0,62.6,6087.0,100.95,5.3,5.0,1013,63.85,0.12,661000,41000,306000,20.0
2008-05-01,166.66,215.87,59.8,6087.0,100.67,5.3,5.4,973,63.85,0.12,633000,36000,326000,20.0
2008-06-01,165.02,216.86,56.4,6087.0,100.28,5.3,5.6,1046,63.85,0.12,605000,35000,540000,19.0
2008-07-01,163.57,218.01,61.2,6322.0,99.74,5.3,5.8,923,67.28,0.12,571000,34000,316000,18.0
2008-08-01,161.99,218.05,63.0,6322.0,99.04,5.3,6.1,844,67.28,0.12,543000,33000,282000,16.0
2008-09-01,160.31,217.84,70.3,6322.0,98.19,5.3,6.1,820,67.28,0.12,529000,36000,232000,16.0
2008-10-01,158.33,217.7,57.6,5841.0,97.25,5.3,6.5,777,73.24,0.12,469000,33000,234000,17.0
2008-11-01,156.14,217.58,55.3,5841.0,96.36,5.3,6.8,652,73.24,0.12,420000,20000,186000,14.0
2008-12-01,153.62,217.47,60.1,5841.0,95.6,5.3,7.3,560,73.24,0.12,364000,21000,169000,9.0
2009-01-01,151.51,217.63,61.2,5060.0,95.06,7.6,7.8,490,77.1,-2.6,337000,23000,185000,9.0
2009-02-01,150.01,217.56,56.3,5060.0,94.76,7.6,8.3,582,77.1,-2.6,377000,20000,161000,8.0
2009-03-01,148.66,217.46,57.3,5060.0,94.72,7.6,8.7,505,77.1,-2.6,361000,21000,131000,9.0
2009-04-01,147.95,217.3,65.1,5012.0,94.93,7.6,9.0,478,80.28,-2.6,391000,21000,109000,9.0
2009-05-01,147.7,216.99,68.7,5012.0,95.33,7.6,9.4,540,80.28,-2.6,431000,21000,104000,14.0
2009-06-01,148.09,216.96,70.8,5012.0,95.84,7.6,9.5,585,80.28,-2.6,458000,25000,118000,16.0
2009-07-01,148.41,216.58,66.0,5146.0,96.39,7.6,9.5,594,82.43,-2.6,489000,19000,87000,15.0
2009-08-01,148.28,216.73,65.7,5146.0,96.95,7.6,9.6,586,82.43,-2.6,491000,20000,105000,17.0
2009-09-01,148.02,216.68,73.5,5146.0,97.48,7.6,9.8,585,82.43,-2.6,477000,19000,113000,18.0
2009-10-01,147.85,216.94,70.6,4921.0,97.97,7.6,10.0,534,84.03,-2.6,472000,16000,95000,19.0
2009-11-01,148.13,216.96,67.4,4921.0,98.42,7.6,9.9,588,84.03,-2.6,483000,26000,114000,17.0
2009-12-01,147.93,216.9,72.5,4921.0,98.83,7.6,9.9,581,84.03,-2.6,508000,18000,138000,17.0
2010-01-01,147.4,216.21,74.4,5002.0,99.19,-2.9,9.8,614,86.51,2.71,504000,21000,111000,16.0
2010-02-01,145.63,216.04,73.6,5002.0,99.45,-2.9,9.8,604,86.51,2.71,510000,20000,120000,16.0
2010-03-01,145.86,216.15,73.6,5002.0,99.63,-2.9,9.9,636,86.51,2.71,536000,23000,128000,17.0
2010-04-01,146.4,216.09,72.2,4884.0,99.7,-2.9,9.9,687,88.13,2.71,476000,18000,143000,15.0
2010-05-01,146.39,216.13,73.6,4884.0,99.67,-2.9,9.6,583,88.13,2.71,435000,20000,120000,19.0
2010-06-01,145.72,216.06,76.0,4884.0,99.59,-2.9,9.4,536,88.13,2.71,425000,23000,139000,22.0
2010-07-01,144.99,216.21,67.8,4437.0,99.52,-2.9,9.4,546,89.56,2.71,411000,21000,147000,16.0
2010-08-01,143.92,216.25,68.9,4437.0,99.52,-2.9,9.5,599,89.56,2.71,402000,22000,156000,14.0
2010-09-01,143.02,216.23,68.2,4437.0,99.58,-2.9,9.5,594,89.56,2.71,404000,28000,131000,13.0
2010-10-01,142.53,216.36,67.7,4436.0,99.7,-2.9,9.4,543,91.61,2.71,408000,21000,129000,13.0
2010-11-01,142.17,216.48,71.6,4436.0,99.88,-2.9,9.8,545,91.61,2.71,418000,20000,122000,15.0
2010-12-01,142.06,216.82,74.5,4436.0,100.06,-2.9,9.3,539,91.61,2.71,447000,25000,160000,16.0
2011-01-01,141.52,217.06,74.2,4847.0,100.21,-0.8,9.1,630,92.96,1.55,420000,22000,134000,16.0
2011-02-01,140.35,217.44,77.5,4847.0,100.29,-0.8,9.0,517,92.96,1.55,379000,16000,147000,16.0
2011-03-01,139.98,217.79,67.5,4847.0,100.28,-0.8,9.0,600,92.96,1.55,399000,16000,168000,16.0
2011-04-01,140.01,218.19,69.8,4651.0,100.18,-0.8,9.1,554,92.19,1.55,403000,23000,155000,17.0
2011-05-01,139.9,218.52,74.3,4651.0,99.99,-0.8,9.0,561,92.19,1.55,411000,22000,185000,16.0
2011-06-01,139.86,218.81,71.5,4651.0,99.74,-0.8,9.1,608,92.19,1.55,413000,22000,201000,16.0
2011-07-01,139.73,219.39,63.7,4292.0,99.46,-0.8,9.0,623,94.52,1.55,416000,23000,182000,15.0
2011-08-01,139.31,219.8,55.8,4292.0,99.22,-0.8,9.0,585,94.52,1.55,428000,27000,192000,15.0
2011-09-01,138.67,220.15,59.5,4292.0,99.1,-0.8,9.0,650,94.52,1.55,425000,21000,164000,15.0
2011-10-01,137.95,220.45,60.8,4002.0,99.12,-0.8,8.8,610,96.09,1.55,439000,23000,209000,15.0
2011-11-01,137.15,220.68,63.7,4002.0,99.27,-0.8,8.6,711,96.09,1.55,449000,22000,235000,17.0
2011-12-01,136.68,220.97,69.9,4002.0,99.49,-0.8,8.5,694,96.09,1.55,458000,23000,216000,20.0
2012-01-01,136.61,221.1,75.0,3922.0,99.71,-0.7,8.3,723,97.12,2.28,461000,22000,231000,21.0
2012-02-01,136.53,221.3,75.3,3922.0,99.87,-0.7,8.3,704,97.12,2.28,486000,26000,227000,25.0
2012-03-01,137.9,221.58,76.2,3922.0,99.94,-0.7,8.2,695,97.12,2.28,477000,23000,285000,25.0
2012-04-01,139.16,221.99,76.4,3795.0,99.92,-0.7,8.2,753,97.83,2.28,484000,23000,242000,28.0
2012-05-01,140.16,222.07,79.3,3795.0,99.84,-0.7,8.2,708,97.83,2.28,499000,23000,284000,24.0
2012-06-01,141.03,222.32,73.2,3795.0,99.74,-0.7,8.2,757,97.83,2.28,501000,24000,260000,28.0
2012-07-01,141.67,222.51,72.3,3554.0,99.66,-0.7,8.2,740,98.45,2.28,520000,29000,290000,29.0
2012-08-01,142.28,223.03,74.3,3554.0,99.64,-0.7,8.1,754,98.45,2.28,520000,28000,279000,35.0
2012-09-01,142.91,223.46,78.3,3554.0,99.67,-0.7,7.8,847,98.45,2.28,559000,29000,333000,35.0
2012-10-01,143.6,223.95,82.6,3359.0,99.73,-0.7,7.8,915,100.08,2.28,570000,26000,312000,40.0
2012-11-01,144.59,224.5,82.7,3359.0,99.82,-0.7,7.7,833,100.08,2.28,574000,29000,330000,41.0
2012-12-01,145.5,224.76,72.9,3359.0,99.94,-0.7,7.9,976,100.08,2.28,584000,30000,329000,46.0
2013-01-01,146.83,225.11,73.8,3497.0,100.08,0.0,8.0,888,100.86,1.84,590000,28000,310000,47.0
2013-02-01,147.78,225.58,77.6,3497.0,100.23,0.0,7.7,962,100.86,1.84,612000,35000,324000,47.0
2013-03-01,149.96,225.77,78.6,3497.0,100.34,0.0,7.5,1010,100.86,1.84,609000,27000,296000,46.0
2013-04-01,151.52,226.3,76.4,3672.0,100.44,0.0,7.6,835,100.23,1.84,623000,29000,363000,44.0
2013-05-01,152.85,226.95,84.5,3672.0,100.52,0.0,7.5,930,100.23,1.84,624000,29000,363000,42.0
2013-06-01,154.2,227.32,84.1,3672.0,100.59,0.0,7.5,839,100.23,1.84,628000,30000,293000,44.0
2013-07-01,155.6,227.58,85.1,4440.0,100.64,0.0,7.3,880,98.98,1.84,615000,31000,340000,52.0
2013-08-01,156.96,227.91,82.1,4440.0,100.67,0.0,7.2,917,98.98,1.84,631000,25000,291000,57.0
2013-09-01,158.23,228.35,77.5,4440.0,100.7,0.0,7.2,850,98.98,1.84,618000,29000,368000,58.0
2013-10-01,159.24,228.58,73.2,4293.0,100.71,0.0,7.2,925,100.13,1.84,623000,29000,379000,57.0
2013-11-01,160.07,229.12,75.1,4293.0,100.72,0.0,6.9,1100,100.13,1.84,647000,26000,369000,54.0
2013-12-01,160.99,229.62,82.5,4293.0,100.72,0.0,6.7,1002,100.13,1.84,613000,30000,370000,54.0
2014-01-01,161.93,230.52,81.2,4365.0,100.71,-0.6,6.6,888,102.66,2.29,621000,30000,351000,56.0
2014-02-01,162.53,231.08,81.6,4365.0,100.73,-0.6,6.7,944,102.66,2.29,613000,24000,393000,46.0
2014-03-01,163.09,232.12,80.0,4365.0,100.78,-0.6,6.7,970,102.66,2.29,622000,29000,410000,47.0
2014-04-01,163.4,232.01,84.1,4228.0,100.83,-0.6,6.2,1043,100.97,2.29,622000,27000,425000,46.0
2014-05-01,163.66,232.78,81.9,4228.0,100.88,-0.6,6.3,1007,100.97,2.29,626000,29000,362000,45.0
2014-06-01,164.06,233.12,82.5,4228.0,100.92,-0.6,6.1,911,100.97,2.29,648000,38000,347000,49.0
2014-07-01,164.58,233.7,81.8,4135.0,100.94,-0.6,6.2,1085,100.46,2.29,640000,30000,371000,53.0
2014-08-01,165.22,233.93,82.5,4135.0,100.94,-0.6,6.1,984,100.46,2.29,643000,35000,362000,55.0
2014-09-01,165.91,234.23,84.6,4135.0,100.94,-0.6,5.9,1023,100.46,2.29,653000,26000,374000,59.0
2014-10-01,166.64,234.66,86.9,3964.0,100.91,-0.6,5.7,1074,101.62,2.29,652000,32000,436000,54.0
2014-11-01,167.34,235.0,88.8,3964.0,100.87,-0.6,5.8,1001,101.62,2.29,663000,28000,388000,58.0
2014-12-01,168.05,235.42,93.6,3964.0,100.8,-0.6,5.6,1073,101.62,2.29,685000,24000,368000,57.0
2015-01-01,168.63,235.74,98.1,3717.0,100.71,-1.0,5.7,1085,100.89,2.71,657000,27000,375000,57.0
2015-02-01,169.13,236.2,95.4,3717.0,100.6,-1.0,5.5,886,100.89,2.71,626000,28000,444000,55.0
2015-03-01,169.8,236.6,93.0,3717.0,100.49,-1.0,5.4,960,100.89,2.71,642000,26000,370000,53.0
2015-04-01,170.3,237.09,95.9,3819.0,100.38,-1.0,5.4,1190,99.77,2.71,666000,32000,442000,56.0
2015-05-01,170.88,237.21,90.7,3819.0,100.26,-1.0,5.6,1079,99.77,2.71,681000,34000,535000,54.0
2015-06-01,171.47,237.8,96.1,3819.0,100.13,-1.0,5.3,1205,99.77,2.71,692000,34000,611000,59.0
2015-07-01,172.13,238.33,93.1,3947.0,99.97,-1.0,5.2,1146,99.15,2.71,680000,28000,422000,60.0
2015-08-01,172.94,238.7,91.9,3947.0,99.79,-1.0,5.1,1130,99.15,2.71,699000,30000,432000,61.0
2015-09-01,173.83,239.24,87.2,3947.0,99.61,-1.0,5.0,1224,99.15,2.71,694000,37000,374000,61.0
2015-10-01,174.79,239.59,90.0,3902.0,99.47,-1.0,5.0,1058,103.22,2.71,715000,34000,412000,65.0
2015-11-01,175.74,240.0,91.3,3902.0,99.35,-1.0,5.1,1172,103.22,2.71,727000,29000,526000,62.0
2015-12-01,176.54,240.22,92.6,3902.0,99.25,-1.0,5.0,1146,103.22,2.71,732000,35000,437000,60.0
2016-01-01,177.27,240.67,92.0,3738.0,99.16,-1.2,4.8,1092,104.56,1.67,727000,35000,426000,61.0
2016-02-01,177.65,241.12,91.7,3738.0,99.1,-1.2,4.9,1225,104.56,1.67,733000,33000,396000,58.0
2016-03-01,178.17,241.59,91.0,3738.0,99.08,-1.2,5.0,1111,104.56,1.67,725000,34000,318000,58.0
2016-04-01,178.77,242.07,89.0,3589.0,99.08,-1.2,5.1,1163,104.14,1.67,741000,32000,357000,58.0
2016-05-01,179.43,242.83,94.7,3589.0,99.07,-1.2,4.8,1148,104.14,1.67,731000,28000,377000,58.0
2016-06-01,180.08,243.52,93.5,3589.0,99.06,-1.2,4.9,1203,104.14,1.67,738000,29000,386000,60.0
2016-07-01,180.83,244.22,90.0,3446.0,99.06,-1.2,4.8,1239,104.25,1.67,711000,29000,404000,58.0
2016-08-01,181.85,244.91,89.8,3446.0,99.08,-1.2,4.9,1171,104.25,1.67,737000,32000,370000,59.0
2016-09-01,182.83,245.76,91.2,3446.0,99.15,-1.2,5.0,1068,104.25,1.67,749000,39000,482000,65.0
2016-10-01,183.76,246.48,87.2,3842.0,99.27,-1.2,4.9,1313,105.32,1.67,779000,32000,474000,63.0
2016-11-01,184.76,246.98,93.8,3842.0,99.43,-1.2,4.7,1140,105.32,1.67,786000,41000,428000,63.0
2016-12-01,185.73,247.54,98.2,3842.0,99.6,-1.2,4.7,1252,105.32,1.67,830000,39000,397000,69.0
2017-01-01,186.8,248.16,98.5,4173.0,99.74,0.5,4.7,1190,103.65,2.24,806000,29000,465000,67.0
2017-02-01,187.31,248.81,96.3,4173.0,99.83,0.5,4.6,1271,103.65,2.24,834000,45000,340000,65.0
2017-03-01,187.99,249.1,96.9,4173.0,99.87,0.5,4.4,1190,103.65,2.24,826000,37000,397000,71.0
2017-04-01,188.73,249.8,97.0,3980.0,99.87,0.5,4.4,1146,102.8,2.24,794000,36000,398000,68.0
2017-05-01,189.62,250.41,97.1,3980.0,99.87,0.5,4.4,1157,102.8,2.24,779000,32000,357000,69.0
2017-06-01,190.51,250.93,95.0,3980.0,99.88,0.5,4.3,1249,102.8,2.24,811000,35000,429000,66.0
2017-07-01,191.45,251.21,93.4,3884.0,99.92,0.5,4.3,1206,103.49,2.24,811000,35000,377000,64.0
2017-08-01,192.68,252.09,96.8,3884.0,100.0,0.5,4.4,1159,103.49,2.24,803000,36000,461000,68.0
2017-09-01,193.77,252.6,95.1,3884.0,100.12,0.5,4.3,1181,103.49,2.24,831000,36000,387000,64.0
2017-10-01,194.82,253.29,100.7,3922.0,100.26,0.5,4.2,1257,103.01,2.24,854000,35000,454000,68.0
2017-11-01,195.96,253.8,98.5,3922.0,100.39,0.5,4.2,1273,103.01,2.24,864000,41000,418000,69.0
2017-12-01,197.17,254.58,95.9,3922.0,100.52,0.5,4.1,1177,103.01,2.24,877000,38000,405000,74.0
2018-01-01,198.29,255.12,95.7,4282.0,100.65,0.3,4.0,1301,104.64,2.95,870000,45000,451000,72.0
2018-02-01,199.21,255.83,99.7,4282.0,100.76,0.3,4.1,1279,104.64,2.95,886000,46000,391000,71.0
2018-03-01,199.95,256.51,101.4,4282.0,100.83,0.3,4.0,1324,104.64,2.95,851000,40000,486000,70.0
2018-04-01,200.66,257.23,98.8,4545.0,100.86,0.3,4.0,1286,103.54,2.95,863000,41000,460000,68.0
2018-05-01,201.43,257.89,98.0,4545.0,100.85,0.3,3.8,1358,103.54,2.95,843000,34000,424000,70.0
2018-06-01,202.24,258.0,98.2,4545.0,100.8,0.3,4.0,1199,103.54,2.95,853000,36000,403000,68.0
2018-07-01,202.93,258.59,97.9,4567.0,100.73,0.3,3.8,1199,104.01,2.95,873000,28000,402000,68.0
2018-08-01,203.71,259.39,96.2,4567.0,100.63,0.3,3.8,1289,104.01,2.95,820000,39000,370000,67.0
2018-09-01,204.39,259.58,100.1,4567.0,100.49,0.3,3.7,1247,104.01,2.95,854000,40000,376000,67.0
2018-10-01,205.16,260.39,98.6,4785.0,100.3,0.3,3.8,1220,105.55,2.95,847000,36000,382000,68.0
2018-11-01,205.69,261.05,97.5,4785.0,100.08,0.3,3.8,1177,105.55,2.95,848000,39000,435000,69.0
2018-12-01,206.15,262.12,98.3,4785.0,99.86,0.3,3.9,1089,105.55,2.95,829000,37000,460000,74.0
2019-01-01,206.5,262.53,91.2,4374.0,99.65,1.3,4.0,1232,104.83,2.29,821000,44000,452000,58.0
2019-02-01,206.79,263.19,93.8,4374.0,99.47,1.3,3.8,1129,104.83,2.29,817000,37000,437000,62.0
2019-03-01,207.02,264.01,98.4,4374.0,99.33,1.3,3.8,1200,104.83,2.29,816000,36000,436000,62.0
2019-04-01,207.51,264.67,97.2,4011.0,99.2,1.3,3.6,1280,103.53,2.29,786000,45000,459000,63.0
2019-05-01,208.16,265.14,100.0,4011.0,99.09,1.3,3.6,1308,103.53,2.29,815000,37000,442000,66.0
2019-06-01,208.68,265.79,98.2,4011.0,98.98,1.3,3.6,1235,103.53,2.29,813000,47000,360000,64.0
2019-07-01,209.32,266.43,98.4,3658.0,98.89,1.3,3.7,1232,105.52,2.29,829000,45000,443000,65.0
2019-08-01,210.14,266.77,89.8,3658.0,98.83,1.3,3.7,1370,105.52,2.29,875000,42000,508000,67.0
2019-09-01,210.97,267.47,93.2,3658.0,98.83,1.3,3.5,1297,105.52,2.29,882000,35000,470000,68.0
2019-10-01,211.87,267.9,95.5,3700.0,98.88,1.3,3.6,1328,106.89,2.29,909000,47000,505000,71.0
2019-11-01,212.82,268.47,96.8,3700.0,98.97,1.3,3.6,1343,106.89,2.29,921000,38000,515000,71.0
2019-12-01,213.91,268.97,99.3,3700.0,99.05,1.3,3.6,1538,106.89,2.29,916000,42000,458000,76.0
2020-01-01,214.9,269.73,99.8,3522.0,99.08,4.7,3.5,1569,107.83,-2.77,987000,42000,522000,75.0
2020-02-01,215.72,270.45,101.0,3522.0,99.05,4.7,3.5,1571,107.83,-2.77,1004000,45000,415000,74.0
2020-03-01,216.31,270.4,89.1,3522.0,97.69,4.7,4.4,1270,107.83,-2.77,884000,46000,423000,72.0
2020-04-01,216.81,270.36,71.8,3239.0,92.59,4.7,14.7,938,134.84,-2.77,669000,32000,373000,30.0
2020-05-01,217.02,270.86,72.3,3239.0,94.26,4.7,13.2,1055,134.84,-2.77,746000,42000,428000,37.0
2020-06-01,217.66,271.22,78.1,3239.0,96.11,4.7,11.0,1269,134.84,-2.77,834000,39000,368000,58.0
2020-07-01,219.45,271.83,72.5,2947.0,97.71,4.7,10.2,1510,126.14,-2.77,983000,45000,467000,72.0
2020-08-01,222.48,272.4,74.1,2947.0,98.43,4.7,8.4,1376,126.14,-2.77,1036000,53000,381000,78.0
2020-09-01,225.94,272.79,80.4,2947.0,98.72,4.7,7.9,1461,126.14,-2.77,1119000,44000,390000,83.0
2020-10-01,229.89,273.08,81.8,2752.0,99.08,4.7,6.9,1530,127.84,-2.77,1128000,57000,359000,85.0
2020-11-01,233.25,273.79,76.9,2752.0,99.47,4.7,6.7,1545,127.84,-2.77,1143000,55000,441000,90.0
2020-12-01,236.43,274.41,80.7,2752.0,99.89,4.7,6.7,1663,127.84,-2.77,1223000,46000,435000,86.0
2021-01-01,239.41,274.54,79.0,2899.0,100.26,5.0,6.3,1602,126.08,5.95,1270000,56000,560000,83.0
2021-02-01,242.12,275.31,76.8,2899.0,100.64,5.0,6.2,1422,126.08,5.95,1143000,44000,495000,84.0
2021-03-01,245.32,276.18,84.9,2899.0,100.97,5.0,6.1,1700,126.08,5.95,1194000,58000,503000,82.0
2021-04-01,249.08,277.42,88.3,2988.0,101.24,5.0,6.1,1484,123.79,5.95,1148000,50000,535000,83.0
2021-05-01,253.47,278.69,82.9,2988.0,101.32,5.0,5.8,1600,123.79,5.95,1130000,57000,494000,83.0
2021-06-01,258.42,279.69,85.5,2988.0,101.32,5.0,5.9,1661,123.79,5.95,1063000,52000,483000,81.0
2021-07-01,262.96,280.91,81.2,2864.0,101.27,5.0,5.4,1593,120.72,5.95,1048000,54000,528000,80.0
2021-08-01,267.0,281.85,70.3,2864.0,101.2,5.0,5.2,1576,120.72,5.95,1050000,41000,630000,75.0
2021-09-01,270.52,283.39,72.8,2864.0,101.14,5.0,4.8,1560,120.72,5.95,1041000,49000,496000,78.0
2021-10-01,273.93,285.39,71.7,3079.0,101.1,5.0,4.5,1572,121.64,5.95,1069000,53000,528000,80.0
2021-11-01,277.28,286.9,67.4,3079.0,101.06,5.0,4.2,1712,121.64,5.95,1106000,48000,563000,83.0
2021-12-01,281.27,288.4,70.6,3079.0,101.0,5.0,3.9,1787,121.64,5.95,1128000,70000,675000,84.0
2022-01-01,285.71,290.1,67.2,3822.0,100.92,4.6,4.0,1669,122.88,2.06,1213000,57000,625000,83.0
2022-02-01,290.8,291.75,62.8,3822.0,100.79,4.6,3.8,1771,122.88,2.06,1207000,55000,597000,82.0
2022-03-01,296.27,293.73,59.4,3822.0,100.6,4.6,3.6,1713,122.88,2.06,1163000,56000,660000,79.0
2022-04-01,300.62,295.44,65.2,5266.0,100.36,4.6,3.6,1803,121.07,2.06,1110000,53000,656000,77.0
2022-05-01,303.9,297.92,58.4,5266.0,100.07,4.6,3.6,1543,121.07,2.06,1048000,55000,592000,69.0
2022-06-01,304.82,300.18,50.0,5266.0,99.77,4.6,3.6,1561,121.07,2.06,967000,52000,666000,67.0
2022-07-01,304.11,301.62,51.5,5623.0,99.51,4.6,3.5,1371,120.23,2.06,928000,53000,693000,55.0
2022-08-01,301.64,303.92,58.2,5623.0,99.31,4.6,3.7,1505,120.23,2.06,899000,47000,571000,49.0
2022-09-01,299.44,306.13,58.6,5623.0,99.15,4.6,3.5,1463,120.23,2.06,872000,48000,644000,46.0
2022-10-01,299.02,307.88,59.9,6665.0,99.02,4.6,3.7,1432,120.21,2.06,841000,51000,620000,38.0
2022-11-01,298.23,309.33,56.8,6665.0,98.92,4.6,3.6,1427,120.21,2.06,781000,52000,509000,33.0
2022-12-01,297.19,311.63,59.7,6665.0,98.87,4.6,3.5,1357,120.21,2.06,748000,49000,612000,31.0
2023-01-01,296.6,314.04,64.9,6308.0,98.84,4.6,3.4,1340,118.58,2.06,748000,54000,552000,31.0
2023-02-01,296.96,315.73,67.0,6308.0,98.83,4.6,3.6,1436,118.58,2.06,796000,48000,638000,31.0
2023-03-01,298.21,316.67,62.0,6308.0,98.83,4.6,3.5,1380,118.58,2.06,829000,52000,556000,31.0
2023-04-01,300.21,317.41,63.5,6308.0,98.86,4.6,3.4,1348,120.65,2.06,855000,59000,502000,31.0
2023-05-01,302.66,318.19,59.2,6308.0,98.92,4.6,3.7,1583,120.65,2.06,902000,54000,540000,31.0
2023-06-01,304.64,319.15,64.4,6308.0,99.02,4.6,3.6,1398,120.65,2.06,924000,52000,465000,31.0
